Bank,Tenant,Trans Date,Account,Contact,Amount,Type,Line Description
Bank E,BrightSmile Dental,15-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,148.60",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,27-Jan-2025 00:00:00,Income Control Account,FDMS,"£ 4,745.30",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,15-Jan-2025 00:00:00,Income Control Account,FDMS,"£ 2,029.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608358 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,19-Aug-2024 00:00:00,Income Control Account,FDMS,£ 383.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608317 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,04-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 1,142.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,15-Aug-2024 00:00:00,Income Control Account,FDMS,£ 115.10,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,25-Oct-2024 00:00:00,Income Control Account,FDMS,"£ 3,786.40",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,27-Jan-2025 00:00:00,Income Control Account,FDMS,"£ 1,934.50",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,27-Jan-2025 00:00:00,Income Control Account,FDMS,£ 648.30,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,16-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,146.30",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Jun-2024 00:00:00,Income Control Account,FDMS,£ 487.70,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608333 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,02-May-2024 00:00:00,Income Control Account,FDMS,"£ 3,969.70",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608309 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,20-Aug-2024 00:00:00,Income Control Account,FDMS,"£ 2,299.30",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,15-Apr-2024 00:00:00,Income Control Account,FDMS,£ 210.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608366 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,27-Dec-2024 00:00:00,Income Control Account,FDMS,£ 204.50,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608325 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,31-Oct-2024 00:00:00,Laboratory Fees,Ceramic Studios Premier Ltd,£ 166.00,ACCPAYPAYMENT,Dr. Anastasia Khomin- Sep 24
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Laboratory Fees,Ceramic Studios Premier Ltd,£ 994.00,ACCPAYPAYMENT,Dr. Anastasia Khomin- June 24
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Laboratory Fees,Swift Dental Group,£ 247.00,ACCPAYPAYMENT,DP26002 - June 24
Bank E,BrightSmile Dental,30-Sep-2024 00:00:00,Income Control Account,FDMS,"£ 1,783.50",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,10-Jun-2024 00:00:00,Income Control Account,FDMS,"£ 2,543.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,22-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 1,196.50",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608457 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,16-Dec-2024 00:00:00,Income Control Account,FDMS,£ 822.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,05-Jun-2024 00:00:00,Income Control Account,FDMS,"£ 1,128.00",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608374 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,24-Feb-2025 00:00:00,Income Control Account,FDMS,"£ 2,636.66",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,31-Mar-2025 00:00:00,Income Control Account,FDMS,£ 120.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608333 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,02-Jan-2025 00:00:00,Income Control Account,FDMS,£ 70.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,04-Oct-2024 00:00:00,Income Control Account,FDMS,£ 543.70,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,07-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 1,394.60",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608473 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,12-Mar-2025 00:00:00,Income Control Account,FDMS,£ 790.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,30-Aug-2024 00:00:00,Income Control Account,FDMS,"£ 1,810.80",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,23-Jul-2024 00:00:00,Income Control Account,FDMS,£ 901.80,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,25-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 1,987.60",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608432 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,25-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 1,394.80",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608317 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Jan-2025 00:00:00,Income Control Account,FDMS,£ 647.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608317 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,29-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 2,143.30",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Aug-2024 00:00:00,Income Control Account,FDMS,£ 756.60,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608366 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,03-Oct-2024 00:00:00,Income Control Account,FDMS,£ 551.20,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608333 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,30-Dec-2024 00:00:00,Income Control Account,FDMS,£ 192.00,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608366 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,12-Apr-2024 00:00:00,Income Control Account,FDMS,"£ 1,187.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608424 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,13-Jun-2024 00:00:00,Income Control Account,FDMS,"£ 2,271.70",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,12-Dec-2024 00:00:00,Income Control Account,FDMS,"£ 1,746.20",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608440 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,18-Nov-2024 00:00:00,Income Control Account,FDMS,"£ 1,108.70",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608408 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,04-Mar-2025 00:00:00,Income Control Account,FDMS,"£ 1,509.00",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,11-Jul-2024 00:00:00,Income Control Account,FDMS,"£ 3,309.96",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,03-Feb-2025 00:00:00,Income Control Account,FDMS,£ 100.30,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608358 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,06-Jun-2024 00:00:00,Dale Road inter company loan account,Copier King,£ 57.41,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,14-Jun-2024 00:00:00,Income Control Account,FDMS,"£ 1,060.90",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608416 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,10-Feb-2025 00:00:00,Income Control Account,FDMS,"£ 1,515.10",RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608390 FROM FDEL FASTER PAYMENT SAFEGUARDING
Bank E,BrightSmile Dental,07-Nov-2024 00:00:00,Income Control Account,FDMS,£ 880.90,RECEIVE,FASTER PAYMENTS RECEIPT REF.FDMS 511608325 FROM FDEL FASTER PAYMENT FUNDING ACCOUNT
Bank E,BrightSmile Dental,11-Mar-2025 00:00:00,Bewbush Dental Care Limited Intercompany,Anglian Dental,£ 42.00,SPEND,TRANSFER VIA FASTER PAYMENT TO ANGLIAN DENTAL ENGINEERING LTD REFERENCE OUTSTANDING BILL
Bank E,BrightSmile Dental,01-Jul-2024 00:00:00,Telecommunications,Yo Network - YO23081809LT,£ 141.00,ACCPAYPAYMENT,"Yo network Services - YO23081809LT- 320593
"
Bank E,BrightSmile Dental,03-Jun-2024 00:00:00,Telecommunications,Yo Network Services-YO23081821LT,£ 95.40,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,13-Aug-2024 00:00:00,Bewbush Dental Care Limited Intercompany,Anglian Dental,£ 444.20,SPEND,INV - 2057608
Bank E,BrightSmile Dental,02-Jan-2025 00:00:00,Telecommunications,TXT Connexions,£ 50.40,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,01-Aug-2024 00:00:00,Telecommunications,Yo Network - YO23081810LT,£ 295.89,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,02-Jul-2024 00:00:00,"Power, Light and Heat",SSE - Battle Road (Gas),£ 467.00,ACCPAYPAYMENT,30/04/2024 to 31/05/2024
Bank E,BrightSmile Dental,02-Apr-2024 00:00:00,BIZLEND LTD,BIZLEND LTD,"£ 1,350.00",SPEND,"DIRECT DEBIT PAYMENT TO BIZLEND LTD GBP AC REF BIZLEND1893, MANDATE NO 0329"
Bank E,BrightSmile Dental,24-Feb-2025 00:00:00,"Power, Light and Heat",SSE - Copse Lane,£ 967.44,ACCPAYPAYMENT,Invoice period 05/12/2024 to 31/01/2025
Bank E,BrightSmile Dental,13-Nov-2024 00:00:00,Printing and Stationery,Copier King,£ 37.99,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,20-Jan-2025 00:00:00,Printing and Stationery,Copier King,£ 54.06,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,13-Nov-2024 00:00:00,Printing and Stationery,Copier King,£ 28.67,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,03-Oct-2024 00:00:00,Rent,HAMID,"£ 4,500.00",SPEND,
Bank E,BrightSmile Dental,01-Aug-2024 00:00:00,Printing and Stationery,Copier King,£ 120.08,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,12-Sep-2024 00:00:00,Printing and Stationery,Copier King,£ 61.58,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,14-Aug-2024 00:00:00,Card Processing Fees,FDMS,£ 272.50,SPEND,"DIRECT DEBIT PAYMENT TO FDMS REF 511608424 SVCCHG, MANDATE NO 0434"
Bank E,BrightSmile Dental,06-Jun-2024 00:00:00,Printing and Stationery,Copier King,£ 20.60,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,14-Jun-2024 00:00:00,Associate Accrual,Konchitha Jolly,"£ 6,674.09",SPEND,
Bank E,BrightSmile Dental,15-Jan-2025 00:00:00,Associate Accrual,UMAIRA UMAIRA,£ 470.00,SPEND,TRANSFER VIA FASTER PAYMENT TO UMAIRA UMAIRA REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,14-Oct-2024 00:00:00,Associate Accrual,ERILDA BRAHAJ,£ 850.00,SPEND,TRANSFER VIA FASTER PAYMENT TO ERILDA BRAHAJ REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,05-Aug-2024 00:00:00,Wages and salaries control,Richu Mary Sam,£ 520.74,SPEND,
Bank E,BrightSmile Dental,05-Jul-2024 00:00:00,Wages and salaries control,Failat Agbogidi,"£ 2,313.44",SPEND,
Bank E,BrightSmile Dental,31-May-2024 00:00:00,Laboratory Fees,Smile Studio Perfect Trays,£ 39.00,ACCPAYPAYMENT,Ben Warden 163210
Bank E,BrightSmile Dental,04-Feb-2025 00:00:00,Hire of Equipment,BAYWATER HEALTHCARE,£ 201.60,ACCPAYPAYMENT,Baywater Healthcare - 228686
Bank E,BrightSmile Dental,10-Jun-2024 00:00:00,Rates,Swale Borough Council,"£ 10,728.50",ACCPAYPAYMENT,For period 01.04.24 - 31.03.25 - inv dated 05.03.24
Bank E,BrightSmile Dental,28-Jun-2024 00:00:00,BIBBY LEASING LTD,BIBBY LEASING LTD,"£ 2,608.80",SPEND,
Bank E,BrightSmile Dental,05-Aug-2024 00:00:00,Wages and salaries control,BHANU INTURI,"£ 1,094.22",SPEND,
Bank E,BrightSmile Dental,30-May-2024 00:00:00,Dale Road inter company loan account,Dale Road Dental Care,"£ 3,249.74",RECEIVE,SSE - 8163053512  _ Refund Received.
Bank E,BrightSmile Dental,10-Jan-2025 00:00:00,Materials,DD Products and Services LTD,£ 708.18,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,13-Dec-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,442.08",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,28-Feb-2025 00:00:00,Materials,DD Products and Services LTD,"£ 1,612.93",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,15-Nov-2024 00:00:00,Materials,DD Products and Services LTD,£ 433.76,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,08-Jul-2024 00:00:00,Motor Running Expenses,Fuel Card Services,£ 103.97,ACCPAYPAYMENT,Diesel
Bank E,BrightSmile Dental,15-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,293.03",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,26-Mar-2025 00:00:00,Dale Road inter company loan account,DD Products and Services LTD,"£ 1,538.19",ACCPAYPAYMENT,Dale Road Oral Care Ltd
Bank E,BrightSmile Dental,21-Oct-2024 00:00:00,Materials,DD Products and Services LTD,£ 112.94,ACCPAYPAYMENT,Private
Bank E,BrightSmile Dental,05-Apr-2024 00:00:00,Dale Road inter company loan account,Dale Road Dental Care,"£ 40,000.00",RECEIVE,"TRANSFER FROM DALE ROAD ORAL CARE LTD, REFERENCE DALE"
Bank E,BrightSmile Dental,15-Nov-2024 00:00:00,Materials,DD Products and Services LTD,£ 112.94,ACCPAYPAYMENT,Private
Bank E,BrightSmile Dental,17-Jan-2025 00:00:00,Materials,DD Products and Services LTD,£ 600.54,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Materials,DD Products and Services LTD,£ 625.19,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,31-May-2024 00:00:00,Laboratory Fees,Aventex Dental Lab,£ 55.00,ACCPAYPAYMENT,"Aventex Dental Lab - IBH0424
Inv# 240405-4"
Bank E,BrightSmile Dental,29-Nov-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,176.65",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,25-Mar-2025 00:00:00,Materials,DD Products and Services LTD,£ 777.98,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,31-Jan-2025 00:00:00,Materials,DD Products and Services LTD,£ 566.74,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,17-Mar-2025 00:00:00,Motor Running Expenses,Fuel Card Services,£ 83.26,ACCPAYPAYMENT,Diesel
Bank E,BrightSmile Dental,14-Oct-2024 00:00:00,Materials,DD Products and Services LTD,"£ 1,293.03",ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,14-Oct-2024 00:00:00,Materials,DD Products and Services LTD,£ 973.99,ACCPAYPAYMENT,NHS
Bank E,BrightSmile Dental,29-Nov-2024 00:00:00,Dale Road inter company loan account,DD Products and Services LTD,"£ 1,229.48",ACCPAYPAYMENT,Dale Road Oral Care Ltd
Bank E,BrightSmile Dental,05-Jun-2024 00:00:00,Bank H,KENTAPOL LTD,"£ 10,000.00",SPEND,TRANSFER REFERENCE KENTAPOL
Bank E,BrightSmile Dental,20-Sep-2024 00:00:00,Bewbush Dental Care Limited Intercompany,DD Products and Services LTD,£ 920.36,ACCPAYPAYMENT,Bewbush
Bank E,BrightSmile Dental,02-Jan-2025 00:00:00,Telecommunications,Yo Network services - YO23081818LT,£ 216.00,ACCPAYPAYMENT,Yo network Services - YO23081818LT - 328667
Bank E,BrightSmile Dental,03-Jan-2025 00:00:00,Bank H,DD Products and Services LTD,"£ 7,663.19",ACCPAYPAYMENT,Kentapol Ltd
Bank E,BrightSmile Dental,10-Jul-2024 00:00:00,Bank H,Patient refund,£ 80.00,SPEND,
Bank E,BrightSmile Dental,14-Mar-2025 00:00:00,"Power, Light and Heat",SSE - Copse Lane (Gas),£ 878.92,ACCPAYPAYMENT,SSE - 3500407511 - 411890163 0015
Bank E,BrightSmile Dental,02-Apr-2024 00:00:00,Armada Asset Finance 2,Armada Asset Finance,"£ 1,529.26",SPEND,"DIRECT DEBIT PAYMENT TO ARMADAASSETFINANCE REF ZVSPPFE, MANDATE NO 0311"
Bank E,BrightSmile Dental,05-Dec-2024 00:00:00,Rates,Eastbourne Borough Council,"£ 1,846.30",ACCPAYPAYMENT,Business rates for period 01.04.24 - 31.03.25
Bank E,BrightSmile Dental,10-Jul-2024 00:00:00,Patient Refunds,Patient refund,£ 250.00,SPEND,
Bank E,BrightSmile Dental,03-Feb-2025 00:00:00,Patient Refunds,Patient refund,£ 406.70,SPEND,TRANSFER VIA FASTER PAYMENT TO GRAHAM ANDREWS REFERENCE PATIETNT REFUND
Bank E,BrightSmile Dental,28-Mar-2025 00:00:00,Patient Refunds,Patient refund,£ 70.00,SPEND,TRANSFER VIA FASTER PAYMENT TO LINDA HUART REFERENCE PATIENT REFUND
Bank E,BrightSmile Dental,29-Jan-2025 00:00:00,Patient Refunds,Patient refund,£ 175.00,SPEND,TRANSFER TO YVETTE DAINTREE-BLACKSHAW REFERENCE PATIENT REFUND
Bank E,BrightSmile Dental,19-Mar-2025 00:00:00,Patient Refunds,Patient refund,£ 75.00,SPEND,TRANSFER VIA FASTER PAYMENT TO PRAVEENBABU ATHINARAYANAN REFERENCE PATIENT REFUND
Bank E,BrightSmile Dental,04-Mar-2025 00:00:00,Patient Refunds,Patient refund,£ 70.00,SPEND,TRANSFER VIA FASTER PAYMENT TO TOM PATTINSON REFERENCE PATIENT REFUND
Bank E,BrightSmile Dental,02-Jul-2024 00:00:00,Legal and Professional Fees,WHITE ROSE VISAS,"£ 2,111.00",ACCPAYPAYMENT,"Home Office DCoS fee for Melis Cagla Aslan.
Home Office ISC fee for Melis Cagla Aslan
£364 x 3 years
White Rose Visas DCoS fee for Melis Cagla
Aslan"
Bank E,BrightSmile Dental,23-Sep-2024 00:00:00,Patient Refunds,Patient refund,£ 120.00,SPEND,MARTIN HENDERSON REFERENCE DOVER REFUND
Bank E,BrightSmile Dental,29-Jul-2024 00:00:00,Computer Running Costs,Henry Schein One,£ 276.36,ACCPAYPAYMENT,
Bank E,BrightSmile Dental,29-Jul-2024 00:00:00,Computer Running Costs,Henry Schein One,£ 657.38,ACCPAYPAYMENT,SMS Text Messages June 24
Bank E,BrightSmile Dental,02-Jan-2025 00:00:00,Computer Running Costs,Backup Everything Ltd,£ 144.00,ACCPAYPAYMENT,Cloud Backup
Bank E,BrightSmile Dental,14-Feb-2025 00:00:00,Associate Accrual,SHIVAM AHUJA,"£ 8,900.32",SPEND,"BILL PAYMENT VIA FASTER PAYMENT TO SHIVAM AHUJA REFERENCE ASSOCIATE PAY , MANDATE NO MPG"
Bank E,BrightSmile Dental,14-Oct-2024 00:00:00,Associate Accrual,SACHIN SAM,£ 761.45,SPEND,TRANSFER VIA FASTER PAYMENT TO SACHIN SAM REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,12-Jul-2024 00:00:00,Associate Fees,Rushdentist Ltd,"£ 8,643.30",SPEND,TRANSFER VIA FASTER PAYMENT TO RUSHDENTIST LIMITED REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,14-Mar-2025 00:00:00,Associate Accrual,BIROL UZUN,"£ 3,621.22",SPEND,TRANSFER VIA FASTER PAYMENT TO BIROL UZUN REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,21-Jun-2024 00:00:00,Associate Accrual,MAHAN MOHAGHEGH MONTAZERI,"£ 12,165.79",SPEND,
Bank E,BrightSmile Dental,27-Jan-2025 00:00:00,Staff Reimbursement,MARCIA BRYANT,£ 105.57,SPEND,GG - Staff Reimbursement
Bank E,BrightSmile Dental,14-Nov-2024 00:00:00,Associate Accrual,MARCUS ASIN,"£ 1,496.56",SPEND,TRANSFER VIA FASTER PAYMENT TO MARCUS ASIN REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,20-Dec-2024 00:00:00,Wages and salaries control,HANNAH ALEXANDER,£ 354.64,SPEND,TRANSFER VIA FASTER PAYMENT TO HANNAH ALEXANDER REFERENCE WAGES/HOLIDAY
Bank E,BrightSmile Dental,07-Jun-2024 00:00:00,Wages and salaries control,WAGES,"£ 7,911.82",SPEND,MULTIPLE PAYMENTS
Bank E,BrightSmile Dental,05-Feb-2025 00:00:00,Wages and salaries control,SAMANTHA MARTIN,£ 758.36,SPEND,TRANSFER TO SAMANTHA MARTIN REFERENCE WAGES
Bank E,BrightSmile Dental,05-Dec-2024 00:00:00,Wages and salaries control,WAGES,"£ 8,745.62",SPEND,MULTIPLE PAYMENTS
Bank E,BrightSmile Dental,05-Apr-2024 00:00:00,Wages and salaries control,WAGES,"£ 12,118.99",SPEND,MULTIPLE PAYMENTS
Bank E,BrightSmile Dental,04-Oct-2024 00:00:00,Wages and salaries control,WAGES,"£ 9,446.73",SPEND,MULTIPLE PAYMENTS
Bank E,BrightSmile Dental,16-Sep-2024 00:00:00,Equipment Leasing,AIR LIQUIDE,£ 138.44,ACCPAYPAYMENT,oxygen clinder
Bank E,BrightSmile Dental,14-Nov-2024 00:00:00,Associate Accrual,ARSHA ASHRAF,"£ 3,162.32",SPEND,TRANSFER VIA FASTER PAYMENT TO ARSHA ASHRAF REFERENCE ASSOCIATE PAY
Bank E,BrightSmile Dental,09-Apr-2024 00:00:00,Insurance,Allianz Insurance Plc,£ 71.45,ACCPAYPAYMENT,"39 Whitehawk Road, Brighton, Sussex, United Kingdom, BN2 5FB
From 21/12/2023 - 21/12/24"
Bank E,BrightSmile Dental,03-Mar-2025 00:00:00,Repairs and Maintenance,Sibley Pares,"£ 1,080.00",ACCPAYPAYMENT,Rear yard landscaping & rubbish clearing works June 2024
Bank E,BrightSmile Dental,06-Feb-2025 00:00:00,Laboratory Fees,Southern Dental Laboratories,"£ 4,176.25",ACCPAYPAYMENT,Southern Dental Laboratories A/c No 1040 - Dec 24
Bank E,BrightSmile Dental,20-Dec-2024 00:00:00,Capitation Income,DENPLAN,"£ 5,442.19",RECEIVE,"BANK GIRO CREDIT REF DENPLAN LTD, 257148I"
Bank E,BrightSmile Dental,22-Nov-2024 00:00:00,Capitation Income,DENPLAN,£ 34.99,RECEIVE,"BANK GIRO CREDIT REF DENPLAN LTD, 257148D"
Bank E,BrightSmile Dental,15-Aug-2024 00:00:00,Laboratory Fees,Costech Elite,£ 32.80,ACCPAYPAYMENT,Costech - CTE17909 - June 24
Bank E,BrightSmile Dental,02-Jul-2024 00:00:00,Materials,Omnimedical,£ 143.28,ACCPAYPAYMENT,"Nitrile Gloves 
medium , Nitrile Gloves 
large"
Bank E,BrightSmile Dental,02-Sep-2024 00:00:00,Laboratory Fees,Dental Prosthetics,"£ 2,305.48",ACCPAYPAYMENT,Dr J Cilliers: A/c no. 34 - July 24
Bank E,BrightSmile Dental,01-Jul-2024 00:00:00,Laboratory Fees,Dental Prosthetics,£ 961.50,ACCPAYPAYMENT,MAHAN: A/c no. 169 - May 24
Bank E,BrightSmile Dental,29-Apr-2024 00:00:00,Laboratory Fees,ENLIGHTEN SMILE,£ 77.96,ACCPAYPAYMENT,INV - 347550
Bank E,BrightSmile Dental,12-Sep-2024 00:00:00,Staff Training,Aspiration Training,£ 16.00,ACCPAYPAYMENT,Aspiration Training - INV135410
Bank E,BrightSmile Dental,03-Mar-2025 00:00:00,Consulting,Dental Capital Partners,"£ 3,702.86",ACCPAYPAYMENT,Consulting Services for Nov 24
Bank E,BrightSmile Dental,19-Mar-2025 00:00:00,"Power, Light and Heat",SSE - Eastbourne,"£ 2,156.08",ACCPAYPAYMENT,Invoice period 24/10/2023 to 30/04/2024
Bank E,BrightSmile Dental,25-Jun-2024 00:00:00,Staff Training,DENTRAIN PROFESSIONALS LTD,£ 300.00,ACCPAYPAYMENT,Learner name: Alexandria saranta
Bank E,BrightSmile Dental,07-May-2024 00:00:00,Clinical Waste,WGS Waste Management,£ 75.52,ACCPAYPAYMENT,"Wheelie bins , yellow lidded sharps , hazardous waste consignment notes 
"
